ANSI,Year,corn,soyb,weat
20179,2005,141.0,51.0,45.0
20179,2006,97.0,56.0,17.0
20179,2007,132.0,59.0,45.0
20179,2008,125.0,,33.0
20179,2009,155.0,,59.0
20179,2010,108.3,,52.4
20179,2011,113.6,,36.7
20179,2012,93.1,53.6,45.6
20179,2013,102.3,,
20179,2014,119.5,,39.2
20179,2015,127.1,,
20179,2016,136.9,,63.5
20179,2017,136.6,,
20181,2000,141.0,44.0,34.0
20181,2001,144.0,45.0,35.0
20181,2002,111.0,39.0,26.0
20181,2003,136.0,44.0,36.0
20181,2004,105.0,35.0,18.0
20181,2005,144.0,50.0,27.0
20181,2006,134.0,53.0,22.0
20181,2007,144.0,61.0,46.0
20181,2008,129.0,,32.0
20181,2009,166.0,,53.0
20181,2010,149.5,49.3,53.5
20181,2011,134.7,50.5,47.6
20181,2012,109.3,50.7,44.3
20181,2013,122.8,53.4,25.1
20181,2014,157.5,,36.4
20181,2015,153.6,60.2,43.8
20181,2016,131.4,,68.4
20181,2017,141.5,44.4,51.3
20181,2018,131.4,,40.1
20181,2019,131.9,,61.7
20183,2000,81.0,23.0,41.0
20183,2001,104.0,36.0,37.0
20183,2002,69.0,28.0,32.0
20183,2003,88.0,15.0,55.0
20183,2004,121.0,25.0,36.0
20183,2005,105.0,40.0,43.0
20183,2006,72.0,35.0,45.0
20183,2007,106.0,44.0,31.0
20183,2009,138.0,45.5,49.0
20183,2010,112.6,39.7,44.5
20183,2011,112.4,45.8,42.3
20183,2012,39.5,15.3,44.8
20183,2019,145.1,,
20185,2000,130.0,40.0,43.0
20185,2001,109.0,44.0,38.0
20185,2002,151.0,60.0,32.0
20185,2003,148.0,45.0,57.0
20185,2004,163.0,52.0,43.0
20185,2005,152.0,48.0,43.0
20185,2006,142.0,49.0,36.0
20185,2007,136.0,43.0,18.0
20185,2008,134.0,,42.5
20185,2009,162.0,52.5,37.0
20185,2010,135.7,52.9,41.9
20185,2012,125.2,39.0,
20185,2013,160.7,46.7,36.1
20185,2016,138.5,48.7,
20185,2017,130.2,,52.9
20185,2018,157.0,,42.9
20187,2000,166.0,21.0,38.0
20187,2001,149.0,,52.0
20187,2002,144.0,,21.0
20187,2003,155.0,,35.0
20187,2004,168.0,,31.0
20187,2005,171.0,,48.0
20187,2006,158.0,,24.0
20187,2007,182.0,,53.0
20187,2010,157.4,,48.7
20187,2011,159.7,,29.8
20187,2012,150.5,,40.8
20187,2013,183.8,,
20187,2015,194.0,,
20187,2016,160.7,,
20187,2017,150.1,,47.0
20187,2018,154.1,,
20187,2019,118.9,,
20189,2000,171.0,36.0,41.0
20189,2001,168.0,34.0,47.0
20189,2002,166.0,34.0,35.0
20189,2003,172.0,49.0,38.0
20189,2004,199.0,44.0,37.0
20189,2005,188.0,33.0,52.0
20189,2006,154.0,58.0,35.0
20189,2007,174.0,40.0,56.0
20189,2009,175.0,,36.5
20189,2010,165.2,,49.9
20189,2011,144.4,,29.2
20189,2012,182.3,,33.1
20189,2013,198.5,55.9,29.7
20189,2014,186.5,,33.7
20189,2016,175.4,61.3,58.2
20191,2000,93.0,23.0,36.0
20191,2001,60.0,20.0,40.0
20191,2002,78.0,31.0,34.0
20191,2003,88.0,26.0,40.0
20191,2004,98.0,42.0,43.0
20191,2005,115.0,26.0,39.0
20191,2006,70.0,26.0,35.0
20191,2007,116.0,22.0,17.0
20191,2008,85.0,24.5,37.0
20191,2009,98.0,39.5,27.0
20191,2010,92.0,30.7,36.9
20191,2011,47.0,11.6,32.1
20191,2012,53.6,13.5,47.7
20191,2014,121.7,26.2,20.6
20191,2015,113.7,31.1,24.8
20191,2016,95.4,39.6,46.7
20191,2017,86.4,26.5,46.1
20191,2018,120.8,35.7,37.7
20191,2019,93.0,31.0,35.4
20193,2000,122.0,37.0,32.0
20193,2001,135.0,34.0,44.0
20193,2002,131.0,40.0,31.0
20193,2003,145.0,41.0,41.0
20193,2004,122.0,34.0,21.0
20193,2005,126.0,43.0,36.0
20193,2006,118.0,50.0,20.0
20193,2007,141.0,49.0,42.0
20193,2008,112.0,,39.5
20193,2009,128.0,,44.0
20193,2010,120.6,41.1,51.7
20193,2011,110.2,43.2,44.0
20193,2012,75.9,46.1,49.1
20193,2013,90.2,51.8,
20193,2014,125.1,,
20193,2015,117.0,,40.4
20195,2000,76.0,14.0,38.0
20195,2001,108.0,,37.0
20195,2002,80.0,30.0,31.0
20195,2003,100.0,,45.0
20195,2004,120.0,31.0,20.0
20195,2005,79.0,29.0,31.0
20195,2006,42.0,29.0,14.0
20195,2007,85.0,38.0,30.0
20195,2009,106.0,,50.0
20195,2010,69.8,50.6,48.2
20195,2011,60.4,,24.7
20195,2012,80.6,,
20197,2000,103.0,15.0,38.0
20197,2001,88.0,34.0,46.0
20197,2002,56.0,22.0,38.0
20197,2003,106.0,19.0,57.0
20197,2004,136.0,48.0,48.0
20197,2005,136.0,34.0,36.0
20197,2006,93.0,36.0,46.0
20197,2007,121.0,33.0,18.0
20197,2009,141.0,44.5,45.0
20197,2010,95.8,27.8,35.0
20197,2011,56.7,20.3,38.3
20197,2012,73.6,21.6,41.9
20197,2016,118.1,,50.9
20197,2017,132.2,36.8,
20197,2018,75.4,31.0,
20197,2019,112.3,,47.4
20199,2000,107.0,33.0,28.0
20199,2001,121.0,,33.0
20199,2002,100.0,,20.0
20199,2003,139.0,,44.0
20199,2004,148.0,30.0,23.0
20199,2005,132.0,,31.0
20199,2006,132.0,,23.0
20199,2007,130.0,,46.0
20199,2009,155.0,,40.0
20199,2010,132.6,,50.1
20199,2011,116.1,,36.4
20199,2012,88.3,,
20199,2013,100.2,,
20199,2014,138.6,,33.9
20199,2015,143.0,,37.8
20199,2016,131.0,,61.9
20199,2017,134.3,,37.9
20201,2000,75.0,15.0,38.0
20201,2001,85.0,32.0,43.0
20201,2002,77.0,16.0,49.0
20201,2003,76.0,13.0,60.0
20201,2004,124.0,46.0,53.0
20201,2005,112.0,43.0,44.0
20201,2006,75.0,34.0,44.0
20201,2007,116.0,38.0,31.0
20201,2008,121.0,43.0,44.0
20201,2009,134.0,46.0,51.0
20201,2010,102.1,37.5,44.3
20201,2011,104.5,44.6,37.9
20201,2012,79.7,31.7,44.5
20201,2013,114.2,42.4,55.2
20201,2014,116.3,36.0,32.3
20201,2016,124.7,43.4,
20201,2017,116.7,33.2,
20203,2000,141.0,33.0,32.0
20203,2001,144.0,32.0,43.0
20203,2002,87.0,,28.0
20203,2003,143.0,32.0,41.0
20203,2004,154.0,,27.0
20203,2005,133.0,40.0,48.0
20203,2006,135.0,40.0,32.0
20203,2007,143.0,,55.0
20203,2008,142.0,,35.0
20203,2009,179.0,,42.0
20203,2010,138.6,39.3,49.8
20203,2011,139.3,,32.2
20203,2012,93.2,,43.3
20203,2013,125.9,,26.2
20203,2014,137.5,,
20203,2016,152.6,,66.3
20203,2017,136.7,,37.3
20203,2018,117.3,52.5,36.1
20203,2019,123.6,,69.8
20205,2000,109.0,11.0,42.0
20205,2001,84.0,18.0,49.0
20205,2002,109.0,20.0,35.0
20205,2003,109.0,20.0,49.0
20205,2004,113.0,29.0,38.0
20205,2005,104.0,28.0,35.0
20205,2006,85.0,17.0,43.0
20205,2007,110.0,26.0,15.0
20205,2009,107.0,35.5,30.0
20205,2010,106.8,25.5,27.6
20205,2011,30.6,14.0,33.9
20205,2012,75.3,18.7,57.9
20205,2013,71.8,22.3,55.5
20205,2014,144.4,32.7,43.9
20205,2015,114.5,,41.8
20205,2016,138.2,44.1,60.5
20205,2017,98.9,37.7,52.4
20205,2018,119.3,,52.2
20205,2019,120.6,39.4,
20207,2000,111.0,12.0,43.0
20207,2001,90.0,26.0,48.0
20207,2002,82.0,18.0,38.0
20207,2003,80.0,18.0,56.0
20207,2004,106.0,28.0,33.0
20207,2005,94.0,28.0,23.0
20207,2006,76.0,16.0,40.0
20207,2007,106.0,21.0,10.0
20207,2008,118.0,30.0,21.0
20207,2009,113.0,37.5,32.0
20207,2010,91.5,26.8,33.5
20207,2011,31.6,12.3,36.2
20207,2012,46.5,16.2,52.0
20207,2014,122.4,26.2,
20207,2017,100.2,36.0,38.6
20209,2000,100.0,19.0,42.0
20209,2001,107.0,39.0,40.0
20209,2002,59.0,27.0,45.0
20209,2003,61.0,21.0,63.0
20209,2004,137.0,50.0,49.0
20209,2006,110.0,,43.0
21001,2000,98.0,45.0,
21001,2001,95.0,35.0,
21001,2002,98.0,37.0,
21001,2003,83.0,40.0,
21001,2004,125.0,46.0,
21001,2005,98.0,40.0,
21001,2006,107.0,46.0,
21001,2007,110.0,32.0,52.0
21001,2008,117.0,35.0,72.0
21001,2010,120.3,49.5,52.4
21001,2011,139.5,38.7,63.8
21001,2012,71.6,52.1,54.3
21001,2013,144.6,57.1,65.1
21001,2014,155.6,53.7,74.5
21001,2015,158.5,54.9,56.1
21001,2016,151.1,53.7,
21001,2017,171.1,57.5,
21001,2018,175.8,54.9,
21001,2019,177.0,55.0,
21003,2000,105.0,35.0,55.0
21003,2001,115.0,37.0,60.0
21003,2002,89.0,24.0,49.0
21003,2003,147.0,35.0,32.0
21003,2004,128.0,51.0,
21003,2005,75.0,41.0,
21003,2006,117.0,35.0,60.0
21003,2007,115.0,,53.0
21003,2008,121.0,24.0,
21003,2009,153.0,,58.5
21003,2010,107.2,36.6,
21003,2011,125.8,38.5,
21003,2015,158.0,46.3,
21003,2017,153.7,,
21003,2018,162.0,,
21003,2019,172.0,,58.9
21005,2000,99.0,,
21005,2012,68.4,38.0,
21005,2016,140.2,,
21007,2000,128.0,33.0,53.0
21007,2001,133.0,38.0,58.0
21007,2002,96.0,32.0,45.0
21007,2003,128.0,40.0,50.0
21007,2004,152.0,36.0,51.0
21007,2005,145.0,42.0,62.0
21007,2006,149.0,42.0,59.0
21007,2007,164.0,28.0,45.0
21007,2008,156.0,39.5,57.0
21007,2009,167.0,46.5,46.0
21007,2010,118.4,30.5,57.3
21007,2011,152.6,40.2,62.4
21007,2012,49.4,28.6,61.4
21007,2013,159.5,50.5,73.7
21007,2015,177.9,50.3,59.9
21007,2016,153.7,50.1,82.3
21007,2017,179.1,49.4,
21009,2000,132.0,52.0,47.0
21009,2001,108.0,44.0,59.0
21009,2002,109.0,39.0,49.0
21009,2003,135.0,41.0,58.0
21009,2004,154.0,51.0,48.0
21009,2005,127.0,46.0,85.0
21009,2006,135.0,52.0,75.0
21009,2007,148.0,35.0,
21009,2008,128.0,32.0,76.0
21009,2009,163.0,48.0,54.5
21009,2010,133.7,50.8,62.9
21009,2011,146.7,41.7,64.8
21009,2012,64.6,41.9,46.1
21009,2013,176.8,,74.2
21009,2014,158.0,52.5,68.8
21009,2015,180.8,48.5,67.1
21009,2016,174.5,53.3,84.3
21009,2017,164.7,56.7,71.1
21009,2018,183.0,,48.9
21011,2000,110.0,48.0,
21011,2001,145.0,48.0,
21011,2002,97.0,33.0,
21011,2003,113.0,34.0,
21011,2004,145.0,53.0,
21011,2005,120.0,45.0,
21011,2006,133.0,44.0,
21011,2007,117.0,33.0,
21011,2008,113.0,34.0,
21011,2009,134.0,41.0,44.0
21011,2010,133.3,39.1,
21011,2011,142.3,36.3,42.2
21011,2012,85.5,36.3,
21011,2013,128.9,48.0,
21011,2014,141.5,36.1,
21011,2015,126.9,43.3,
21011,2016,139.5,46.4,45.3
21011,2017,139.7,,
21011,2018,132.5,,
21011,2019,170.0,48.0,
21015,2000,123.0,43.0,
21015,2001,128.0,43.0,
21015,2002,94.0,30.0,
21015,2003,140.0,41.0,
21015,2004,140.0,42.0,
21015,2005,91.0,44.0,
21015,2006,152.0,47.0,
21015,2007,103.0,26.0,
21015,2008,145.0,35.0,
21015,2009,143.0,45.5,45.0
21015,2010,132.9,43.9,
21015,2011,124.5,40.5,
21015,2012,51.9,31.4,
21015,2013,145.1,53.0,
21015,2015,144.1,50.6,
21015,2016,146.5,52.3,
21015,2017,149.7,60.3,
21015,2018,156.0,55.9,
21015,2019,165.0,53.4,
21017,2000,124.0,46.0,51.0
21017,2001,113.0,42.0,50.0
21017,2002,60.0,18.0,43.0
21017,2003,110.0,36.0,43.0
21017,2004,136.0,40.0,42.0
21017,2005,68.0,33.0,53.0
21017,2006,119.0,40.0,60.0
21017,2007,105.0,26.0,56.0
21017,2008,118.0,19.0,64.0
21017,2009,165.0,47.0,51.5
21017,2010,135.2,31.8,62.7
21017,2011,142.9,32.6,
21017,2012,34.7,36.3,
21017,2013,170.1,45.0,53.5
21017,2014,168.8,52.9,63.8
21017,2015,171.7,47.6,48.4
21017,2016,162.7,47.5,50.1
21017,2017,142.7,50.9,54.6
21017,2018,196.8,47.4,47.4
21021,2000,64.0,35.0,
21021,2001,112.0,34.0,
21021,2002,74.0,28.2,
21021,2003,117.0,37.0,
21021,2004,121.0,39.0,
21021,2005,109.0,33.0,
21021,2006,168.0,48.0,
21021,2007,91.0,,
21021,2008,116.0,26.0,55.0
21021,2009,173.0,,
21021,2010,142.0,45.0,41.1
21021,2011,141.4,44.0,58.4
21021,2013,179.0,,
21021,2014,170.2,56.6,
21021,2015,172.0,49.3,
21021,2016,174.4,54.3,
21021,2017,190.6,59.7,
21021,2018,186.8,56.0,
21021,2019,159.0,40.0,
21023,2000,128.0,,
21023,2001,136.0,41.0,
21023,2002,68.0,,
21023,2003,68.0,,
21023,2004,158.0,,
21023,2005,115.0,,
21023,2007,125.0,,
21023,2014,130.5,,
21023,2015,142.1,44.4,
21023,2016,129.3,45.4,
21023,2017,164.9,51.3,
21023,2018,166.8,51.9,
21027,2000,129.0,46.0,55.0
21027,2001,105.0,46.0,53.0
21027,2002,86.0,32.0,38.0
21027,2003,114.0,43.0,51.0
21027,2004,113.0,37.0,39.0
21027,2005,103.0,44.0,47.0
21027,2006,128.0,42.0,55.0
21027,2007,136.0,38.0,
21027,2008,123.0,35.0,57.0
21027,2009,157.0,47.5,43.5
21027,2010,100.2,23.5,61.9
21027,2011,124.9,34.9,55.5
21027,2012,49.1,31.3,61.5
21027,2013,141.4,,62.6
21027,2014,152.1,49.9,54.2
21027,2015,167.9,53.6,59.0
21027,2016,147.5,53.2,66.3
21027,2017,170.1,53.9,77.8
21027,2018,175.0,49.0,
21027,2019,136.0,36.0,66.8
21029,2000,123.0,43.0,40.0
21029,2001,118.0,46.0,45.0
21029,2002,74.0,26.0,31.0
21029,2003,98.0,42.0,67.0
21029,2004,120.0,44.0,55.0
21029,2005,69.0,35.0,57.0
21029,2006,119.0,39.0,58.0
21029,2007,98.0,24.0,
21029,2008,84.0,19.0,51.0
21029,2009,127.0,42.5,
21029,2010,108.0,27.8,54.5
21029,2011,106.8,31.0,
21029,2012,53.4,31.3,
21029,2013,145.5,43.1,53.3
21029,2014,149.8,,
21029,2015,145.7,40.6,
21029,2016,137.1,47.8,
21029,2017,158.7,51.8,
21029,2018,156.0,52.4,
21029,2019,113.0,30.1,
21031,2000,136.0,46.0,45.0
21031,2001,146.0,47.0,64.0
21031,2002,112.0,37.0,40.0
21031,2003,148.0,44.0,55.0
21031,2004,125.0,44.0,50.0
21031,2005,137.0,47.0,34.0
21031,2006,169.0,53.0,60.0
21031,2007,163.0,37.0,
21031,2008,155.0,42.0,57.0
21031,2009,162.0,51.5,
21031,2010,113.1,41.9,
21031,2011,138.0,42.1,
21031,2012,105.3,48.1,
21031,2013,172.5,53.0,
21031,2014,170.4,55.2,
21031,2015,159.5,54.2,
21031,2016,134.4,40.8,
21031,2017,186.9,50.5,
21031,2018,194.0,50.8,
21033,2000,129.0,39.0,65.0
21033,2001,129.0,41.0,59.0
21033,2002,102.0,29.0,50.0
21033,2003,120.0,38.0,61.0
21033,2004,149.0,44.0,63.0
21033,2005,130.0,40.0,71.0
21033,2006,159.0,45.0,85.0
21033,2007,117.0,19.0,53.0
21033,2008,131.0,31.0,81.0
21033,2009,150.0,44.5,66.5
21033,2010,124.4,29.1,72.4
21033,2011,140.3,43.1,70.0
21033,2012,51.1,32.7,68.3
21033,2013,173.0,49.2,80.3
21033,2014,151.2,48.7,76.2
21033,2015,161.2,47.6,79.1
21033,2016,139.0,50.6,84.0
21033,2017,179.7,50.3,82.8
21033,2018,163.0,48.1,59.6
21033,2019,173.0,46.5,79.6
21035,2000,107.0,24.0,49.0
21035,2001,139.0,36.0,57.0
21035,2002,106.0,32.0,44.0
21035,2003,112.0,41.0,52.0
21035,2004,139.0,37.0,46.0
21035,2005,124.0,39.0,63.0
21035,2006,142.0,39.0,61.0
21035,2007,81.0,12.0,36.0
21035,2008,95.0,26.5,67.0
21035,2009,143.0,45.0,39.0
21035,2010,82.8,25.4,56.3
21035,2011,108.0,33.5,66.5
21035,2012,36.3,30.8,65.1
21035,2013,161.3,46.0,70.6
21035,2014,140.3,37.8,58.3
21035,2017,139.0,43.7,67.0
21035,2018,155.0,43.0,61.5
21037,2000,149.0,,
21037,2002,68.0,,
21037,2003,84.0,,
21037,2009,158.0,,
21037,2012,111.6,,
21037,2013,144.4,,
21037,2014,144.4,,
21037,2015,164.7,,
21039,2000,133.0,40.0,50.0
21039,2001,152.0,40.0,52.0
21039,2002,113.0,37.0,50.0
21039,2003,141.0,41.0,50.0
21039,2004,154.0,45.0,51.0
21039,2005,153.0,44.0,60.0
21039,2006,154.0,44.0,60.0
21039,2007,156.0,28.0,47.0
21039,2008,146.0,38.5,65.0
21039,2009,168.0,49.5,46.5
21039,2010,128.8,33.2,56.6
21039,2011,135.7,37.1,63.4
21039,2012,65.4,29.6,67.5
21039,2013,169.7,51.5,78.5
21039,2014,171.9,42.1,60.0
21039,2015,183.0,52.4,63.8
21039,2016,150.4,48.1,
21039,2017,179.0,,71.6
21039,2018,163.0,51.2,55.9
21041,2000,143.0,49.0,
21041,2001,120.0,37.0,
21041,2002,96.0,29.0,
21041,2003,134.0,35.0,
21041,2004,160.0,36.0,
21041,2005,103.0,41.0,
21041,2006,127.0,49.0,
21041,2007,120.0,,
21041,2008,110.0,41.0,
21041,2009,137.0,34.0,
21041,2015,135.7,,
21041,2017,170.5,,
21043,2000,133.0,,
21043,2004,93.0,,
21043,2005,95.0,,
21043,2006,99.0,,
21043,2007,104.0,,
21043,2010,91.3,,
21043,2011,104.7,,
21043,2013,117.0,,
21043,2014,100.0,,
21043,2015,145.1,,
21043,2017,106.7,,
21043,2018,125.0,,
21045,2000,125.0,38.0,45.0
21045,2001,109.0,45.0,
21045,2002,105.0,43.0,
21045,2003,105.0,42.0,
21045,2004,138.0,46.0,
21045,2005,115.0,52.0,
21045,2006,151.0,46.0,
21045,2007,122.0,37.0,
21045,2008,109.0,31.0,71.0
21045,2009,147.0,43.5,44.0
21045,2010,149.8,47.2,50.0
21045,2011,142.1,41.5,45.0
21045,2012,103.3,41.0,43.4
21045,2013,157.9,55.5,
21045,2014,146.7,46.6,56.0
21045,2015,126.9,53.4,
21045,2017,179.8,54.0,
21045,2018,159.4,,
21045,2019,143.0,47.0,
21047,2000,106.0,34.0,59.0
21047,2001,148.0,36.0,73.0
21047,2002,112.0,36.0,57.0
21047,2003,144.0,45.0,66.0
21047,2004,168.0,44.0,57.0
21047,2005,149.0,42.0,73.0
21047,2006,151.0,46.0,78.0
21047,2007,92.0,15.0,50.0
21047,2008,133.0,28.0,81.0
21047,2009,181.0,46.0,64.0
21047,2010,132.0,24.8,71.7
21047,2011,141.1,39.8,77.0
21047,2012,64.0,43.8,71.8
21047,2013,179.1,,80.8
21047,2014,147.9,41.0,80.9
21047,2015,182.3,47.0,79.2
21047,2016,182.7,48.1,88.0
21047,2017,190.9,54.4,79.7
21047,2018,177.0,51.6,70.3
21047,2019,188.0,44.5,83.4
21049,2000,161.0,41.0,50.0
21049,2001,117.0,,
21049,2002,73.0,26.0,
21049,2003,117.0,45.0,
21049,2004,114.0,42.0,
21049,2005,104.0,40.0,
21049,2006,106.0,47.0,
21049,2007,121.0,,
21049,2008,90.0,15.0,
21049,2009,171.0,48.5,55.0
21049,2010,128.2,45.6,54.1
21049,2011,146.3,47.9,38.6
21049,2012,55.6,45.2,
21049,2013,173.6,53.2,54.3
21049,2014,146.6,49.0,54.2
21049,2015,181.1,50.2,48.9
21049,2016,165.0,47.9,47.8
21049,2017,164.6,58.1,
21049,2018,156.0,49.3,
21049,2019,170.0,58.0,
21051,2000,119.0,,
21051,2002,85.0,,
21051,2008,120.0,,
21051,2009,141.0,,
21051,2010,127.7,,
21051,2011,135.4,,
21051,2012,92.2,,
21051,2013,122.3,,
21053,2000,107.0,43.0,
21053,2001,122.0,,
21053,2002,86.0,34.0,
21053,2003,107.0,46.0,
21053,2004,143.0,50.0,
21053,2005,152.0,,
21053,2006,140.0,,
21053,2007,135.0,,
21053,2008,141.0,40.0,81.0
21053,2009,168.0,,49.0
21053,2010,156.7,52.9,
21053,2011,138.8,37.9,64.3
21053,2012,92.2,,
21053,2014,180.0,56.0,
21053,2015,139.2,,
21053,2016,172.5,49.4,
21053,2018,160.0,,
21055,2000,133.0,38.0,62.0
21055,2001,134.0,40.0,69.0
21055,2002,86.0,28.0,54.0
21055,2003,124.0,38.0,67.0
21055,2004,138.0,39.0,59.0
21055,2005,117.0,43.0,65.0
21055,2006,153.0,43.0,65.0
21055,2007,121.0,,49.0
21055,2008,142.0,37.0,65.0
21055,2009,156.0,44.0,64.0
21055,2010,98.4,24.0,67.1
21055,2011,130.7,42.0,70.0
21055,2012,44.4,33.1,67.8
21055,2013,165.0,48.2,78.3
21055,2015,171.7,45.7,
21055,2016,150.6,50.0,80.9
21055,2017,155.7,49.7,
21055,2018,174.0,51.5,
21057,2000,136.0,40.0,
21057,2001,100.0,45.0,
21057,2002,95.0,37.0,
21057,2003,183.0,40.0,
21057,2004,154.0,48.0,
21057,2005,121.0,50.0,
21057,2006,107.0,47.0,
21057,2007,100.0,,
21057,2014,179.9,,
21057,2015,188.1,58.4,
21057,2016,187.7,,
21057,2018,183.0,46.3,
21057,2019,178.0,53.9,
21059,2000,145.0,45.0,65.0
21059,2001,153.0,42.0,72.0
21059,2002,101.0,33.0,54.0
21059,2003,139.0,45.0,66.0
21059,2004,146.0,45.0,53.0
21059,2005,142.0,46.0,66.0
21059,2006,153.0,43.0,69.0
21059,2007,157.0,41.0,61.0
21059,2008,154.0,40.0,71.0
21059,2009,177.0,49.5,65.5
21059,2010,143.5,37.7,64.7
21059,2011,156.9,42.1,65.8
21059,2012,90.4,43.0,73.2
21059,2013,175.5,52.8,79.1
21059,2014,185.1,53.0,81.0
21059,2015,175.8,52.6,78.9
21059,2016,161.2,54.2,81.8
21059,2017,197.8,60.3,81.2
21059,2018,180.0,56.2,
21059,2019,173.0,54.5,67.6
21061,2000,98.0,35.0,39.0
21061,2001,106.0,36.0,
21061,2002,104.0,39.0,
21061,2003,96.0,41.0,
21061,2004,119.0,44.0,
21061,2005,103.0,40.0,
21061,2006,138.0,46.0,
21061,2007,80.0,23.0,
21061,2008,110.0,29.0,55.0
21061,2010,107.4,37.7,
21061,2011,108.6,32.0,
21061,2012,85.3,37.0,
21061,2013,158.6,49.1,62.7
21061,2014,155.4,53.7,
21061,2015,134.8,41.0,
21061,2017,167.1,49.9,
21061,2018,176.5,52.2,
21061,2019,172.0,48.0,
21065,2000,87.0,,
21065,2001,102.0,,
21065,2002,67.0,33.0,
21065,2004,90.0,44.0,
21065,2005,89.0,37.0,
21065,2006,104.0,45.0,
21065,2007,121.0,36.0,
21065,2008,89.0,34.0,
21065,2009,125.0,35.0,
21065,2010,111.9,43.5,
21065,2011,116.0,41.4,
21065,2012,102.1,37.5,
21065,2013,145.6,,
21065,2014,145.5,44.0,
21065,2015,141.2,,
21065,2016,133.4,42.9,
21065,2019,122.0,35.0,
21067,2000,156.0,44.0,50.0
21067,2001,102.0,44.0,54.0
21067,2002,66.0,27.0,37.0
21067,2003,105.0,41.0,48.0
21067,2004,152.0,47.0,49.0
21067,2005,84.0,30.0,
21067,2006,126.0,47.0,50.0
21067,2007,130.0,30.0,
21067,2008,107.0,19.0,55.0
21067,2009,164.0,53.0,51.5
21067,2010,123.0,38.6,50.0
21067,2011,157.1,44.1,47.0
21067,2012,60.5,42.2,47.6
21067,2013,165.6,55.9,54.2
21067,2014,158.5,52.1,
21067,2015,176.3,54.2,54.6
21067,2016,157.1,50.6,62.4
21067,2017,167.0,54.1,57.4
21067,2018,195.0,52.9,
21067,2019,167.5,44.5,63.9
21069,2000,138.0,34.0,49.0
21069,2001,116.0,39.0,
21069,2002,72.0,34.0,38.0
21069,2003,106.0,32.0,
21069,2004,154.0,40.0,
21069,2005,86.0,39.0,
21069,2006,137.0,42.0,
21069,2007,113.0,33.0,
21069,2008,97.0,28.0,54.0
21069,2009,121.0,44.5,47.0
21069,2010,119.3,36.9,50.0
21069,2011,118.2,39.0,38.8
21069,2012,75.1,44.1,53.0
21069,2013,146.0,51.5,42.4
21069,2015,137.5,44.5,
21069,2016,148.2,45.7,62.1
21069,2017,150.5,44.9,61.0
21069,2018,167.0,,51.7
21069,2019,135.0,40.5,
21073,2000,96.0,42.0,
21073,2001,109.0,49.0,
21073,2002,46.0,25.0,
21073,2003,141.0,41.0,
21073,2004,107.0,42.0,
21073,2005,53.0,31.0,
21073,2006,166.0,53.0,
21073,2007,92.0,16.0,
21073,2008,114.0,36.0,
21073,2009,150.0,44.0,
21073,2014,138.4,54.0,
21075,2000,151.0,33.0,51.0
21075,2001,152.0,38.0,64.0
21075,2002,115.0,33.0,48.0
21075,2003,144.0,45.0,51.0
21075,2004,159.0,43.0,50.0
21075,2005,146.0,48.0,67.0
21075,2006,163.0,44.0,68.0
21075,2007,148.0,26.0,45.0
21075,2008,152.0,37.5,64.0
21075,2009,174.0,49.5,50.5
21075,2010,126.3,36.9,60.7
21075,2011,136.3,43.3,65.0
21075,2012,72.3,30.3,68.9
21075,2014,186.1,50.4,62.2
21075,2015,185.2,51.6,66.7
21075,2016,169.1,49.4,72.7
21075,2017,180.3,52.1,68.1
21075,2018,183.0,,64.2
21075,2019,185.0,48.0,69.7
21077,2000,165.0,47.0,
21077,2002,85.0,32.0,
21077,2003,168.0,44.0,
21077,2004,150.0,40.0,
21077,2005,115.0,45.0,
21077,2006,140.0,42.0,
21077,2007,150.0,,
21077,2009,162.0,46.0,
21077,2011,125.7,45.6,
21077,2014,153.2,,
21077,2016,152.4,42.0,66.4
21077,2017,175.0,52.0,
21079,2000,92.0,,
21079,2001,96.0,44.0,
21079,2002,93.0,33.0,
21079,2003,135.0,,
21079,2004,144.0,,
21079,2005,84.0,,
21079,2006,119.0,,
21079,2008,101.0,,46.0
21079,2009,146.0,,53.0
21079,2010,125.0,,
21079,2011,112.6,39.0,47.2
21079,2012,70.5,,48.9
21079,2013,148.5,,
21079,2014,143.5,46.4,
21079,2015,139.0,,
21079,2016,135.6,,
21081,2000,133.0,,
21081,2008,93.0,,
21081,2009,131.0,,
21081,2010,102.3,46.2,
21081,2012,87.0,48.0,
21081,2013,130.3,45.0,
21081,2014,136.1,,
21081,2015,166.5,50.8,
21081,2016,135.1,,
21081,2018,160.0,,
21081,2019,132.5,49.5,
21083,2000,129.0,35.0,55.0
21083,2001,142.0,37.0,60.0
21083,2002,115.0,34.0,49.0
21083,2003,131.0,42.0,59.0
21083,2004,154.0,44.0,55.0
21083,2005,145.0,44.0,66.0
21083,2006,141.0,39.0,65.0
21083,2007,131.0,20.0,40.0
21083,2008,131.0,31.5,65.0
21083,2009,154.0,46.0,47.5
21083,2010,113.8,28.3,61.3
21083,2011,137.9,35.9,71.0
21083,2012,49.5,26.7,65.7
21083,2013,162.2,46.6,
21083,2014,147.0,41.0,59.0
21083,2016,155.0,50.2,76.2
21083,2017,178.3,51.4,76.2
21083,2018,152.0,45.4,60.8
21085,2000,121.0,43.0,49.0
21085,2001,80.0,39.0,60.0
21085,2002,93.0,34.0,42.0
21085,2003,113.0,40.0,
